Date,Model,Asset,Internal_Asset,Price_Basis,Shares,Price,Position_Value,Dividend_Per_Share,Dividend_Income,Year,Month
2011-12-13,MWM Aggressive,AVUV,AVUV,Adjusted Close,260.4574693039284,20.76769023869059,5409.100042857248,0.6206421875951048,161.65089352427498,2011,2011-12
2011-12-15,MWM Aggressive,JBND,JBND,Adjusted Close,40.69786971765459,37.5986615407011,1530.1854289416437,0.11288954942827463,4.594364175116649,2011,2011-12
2011-12-16,MWM Aggressive,XLF,XLF,Adjusted Close,196.40433186114058,7.812801837921143,1534.4681249403932,0.064988,12.763924718991804,2011,2011-12
2011-12-16,MWM Aggressive,XLG,XLG,Adjusted Close,3684.7715334858085,7.0633111000061035,26026.68767345682,0.0529,194.92441412139928,2011,2011-12
2011-12-16,MWM Aggressive,XLV,XLV,Adjusted Close,124.3195520616408,26.24616813659668,3262.911866076209,0.188,23.37207578758847,2011,2011-12
2011-12-21,MWM Aggressive,VEU,VEU,Adjusted Close,441.269319302861,25.58,11287.669187767184,1.369,604.0976981256167,2011,2011-12
2011-12-22,MWM Aggressive,IMCB,IMCB,Adjusted Close,318.2728803162327,17.195777893066406,5472.949759304444,0.08675,27.610172367433186,2011,2011-12
2011-12-23,MWM Aggressive,VOO,VOO,Adjusted Close,333.61010009099186,89.3,29791.38193812557,0.686,228.85652866242043,2011,2011-12
2011-12-28,MWM Aggressive,PIMIX,PIMIX,Adjusted Close,620.4890811664359,4.536984443664551,2815.1493087158306,0.155,96.17580758079757,2011,2011-12
2011-12-30,MWM Aggressive,JBND,JBND,Adjusted Close,40.69786971765459,37.64629343544736,1532.123945588432,0.17959701045407328,7.309215733140124,2011,2011-12
2011-12-30,MWM Aggressive,PIMIX,PIMIX,Adjusted Close,620.4890811664359,4.566428184509277,2833.4188284186775,0.05,31.024454058321794,2011,2011-12
2012-01-31,MWM Aggressive,JBND,JBND,Adjusted Close,33.52118592412411,38.034654661620095,1274.966730472021,0.1642029809865813,5.504278654946607,2012,2012-01
2012-01-31,MWM Aggressive,PIMIX,PIMIX,Adjusted Close,515.8096013457392,4.68693733215332,2417.5672768304667,0.056,28.8853376753614,2012,2012-01
2012-02-29,MWM Aggressive,JBND,JBND,Adjusted Close,33.52118592412411,38.13349422342198,1278.2799497998408,0.15907163783075062,5.332269946979526,2012,2012-02
2012-02-29,MWM Aggressive,PIMIX,PIMIX,Adjusted Close,515.8096013457392,4.761502742767334,2456.0288315534626,0.056,28.8853376753614,2012,2012-02
2012-03-16,MWM Aggressive,XLF,XLF,Adjusted Close,214.0846229938529,9.825309753417969,2103.4477343583117,0.040617,8.695475132141324,2012,2012-03
2012-03-16,MWM Aggressive,XLG,XLG,Adjusted Close,3161.943784959251,8.217031478881836,25981.791615464943,0.0511,161.57532741141773,2012,2012-03
2012-03-16,MWM Aggressive,XLV,XLV,Adjusted Close,98.65165482924017,29.094675064086914,2870.237841791203,0.186,18.349207798238673,2012,2012-03
2012-03-26,MWM Aggressive,IMCB,IMCB,Adjusted Close,279.08554270936617,19.692119598388672,5495.785885214048,0.06875,19.187131061268925,2012,2012-03
2012-03-26,MWM Aggressive,VOO,VOO,Adjusted Close,292.044152060753,100.5,29350.437282105675,0.57,166.4651666746292,2012,2012-03
2012-03-30,MWM Aggressive,JBND,JBND,Adjusted Close,33.52118592412411,37.97975050070516,1273.1262778859834,0.1642029809865813,5.504278654946607,2012,2012-03
2012-03-30,MWM Aggressive,PIMIX,PIMIX,Adjusted Close,515.8096013457392,4.810060024261475,2481.075143563388,0.054,27.853718472669918,2012,2012-03
2012-04-30,MWM Aggressive,JBND,JBND,Adjusted Close,33.52118592412411,38.39362743367424,1286.9999235057462,0.1488089515190893,4.988252531045363,2012,2012-04
2012-04-30,MWM Aggressive,PIMIX,PIMIX,Adjusted Close,515.8096013457392,4.8772711753845215,2515.743300630155,0.057,29.401147276707135,2012,2012-04
2012-05-31,MWM Aggressive,JBND,JBND,Adjusted Close,33.52118592412411,38.7120401793779,1297.6734963550896,0.1488089515190893,4.988252531045363,2012,2012-05
2012-05-31,MWM Aggressive,PIMIX,PIMIX,Adjusted Close,515.8096013457392,4.897161483764648,2526.002912666352,0.056,28.8853376753614,2012,2012-05
2012-06-08,MWM Aggressive,AVUV,AVUV,Adjusted Close,254.33954541979895,22.49102991438466,5720.358324447695,0.10706077736015558,27.229789446072274,2012,2012-06
2012-06-15,MWM Aggressive,XLF,XLF,Adjusted Close,214.0846229938529,9.005876541137695,1928.0196840386475,0.05524,11.826034574180433,2012,2012-06
2012-06-15,MWM Aggressive,XLG,XLG,Adjusted Close,3161.943784959251,7.989220142364502,25261.464975820698,0.0528,166.95063184584845,2012,2012-06
2012-06-15,MWM Aggressive,XLV,XLV,Adjusted Close,98.65165482924017,29.418184280395508,2902.1525613325566,0.199,19.631679311018797,2012,2012-06
2012-06-19,MWM Aggressive,IMCB,IMCB,Adjusted Close,279.08554270936617,18.65556526184082,5206.498555650844,0.08075,22.536157573781317,2012,2012-06
2012-06-25,MWM Aggressive,VOO,VOO,Adjusted Close,292.044152060753,93.73,27373.29837265438,0.64,186.9082573188819,2012,2012-06
2012-06-29,MWM Aggressive,JBND,JBND,Adjusted Close,33.52118592412411,38.7376814365862,1298.5330217052972,0.14367760836325863,4.816243823078282,2012,2012-06
2012-06-29,MWM Aggressive,PIMIX,PIMIX,Adjusted Close,515.8096013457392,4.963800430297852,2560.3759211117435,0.054,27.853718472669918,2012,2012-06
2012-07-31,MWM Aggressive,JBND,JBND,Adjusted Close,33.52118592412411,39.19007095841871,1313.6976549767703,0.15394029467491996,5.160261239012445,2012,2012-07
2012-07-31,MWM Aggressive,PIMIX,PIMIX,Adjusted Close,515.8096013457392,5.088364601135254,2624.6273164133468,0.057,29.401147276707135,2012,2012-07
2012-08-31,MWM Aggressive,JBND,JBND,Adjusted Close,33.52118592412411,39.31332766091244,1317.8293658174573,0.14367760836325863,4.816243823078282,2012,2012-08
2012-08-31,MWM Aggressive,PIMIX,PIMIX,Adjusted Close,515.8096013457392,5.193543434143066,2678.8795683371163,0.051,26.306289668632697,2012,2012-08
2012-09-10,MWM Aggressive,AVUV,AVUV,Adjusted Close,254.33954541979895,25.136217791579462,6393.134206683383,0.06361582422849824,16.180019815782074,2012,2012-09
2012-09-21,MWM Aggressive,XLF,XLF,Adjusted Close,214.0846229938529,9.982942581176758,2137.194498860507,0.053615,11.478147061815424,2012,2012-09
2012-09-21,MWM Aggressive,XLG,XLG,Adjusted Close,3161.943784959251,8.798972129821777,27821.85523991963,0.0531,167.89921498133623,2012,2012-09
2012-09-21,MWM Aggressive,XLV,XLV,Adjusted Close,98.65165482924017,32.061309814453125,3162.90126918876,0.199,19.631679311018797,2012,2012-09
2012-09-24,MWM Aggressive,VEU,VEU,Adjusted Close,457.35830960543274,29.13,13322.847558806256,0.799,365.4292893747408,2012,2012-09
2012-09-24,MWM Aggressive,VOO,VOO,Adjusted Close,292.044152060753,104.56,30536.136539472333,0.686,200.34228831367656,2012,2012-09
2012-09-25,MWM Aggressive,IMCB,IMCB,Adjusted Close,279.08554270936617,19.4644832611084,5432.255874483811,0.0725,20.233701846429046,2012,2012-09
2012-09-28,MWM Aggressive,JBND,JBND,Adjusted Close,33.52118592412411,39.43351803603758,1321.8582897283172,0.13854626520742797,4.644235115111201,2012,2012-09
2012-09-28,MWM Aggressive,PIMIX,PIMIX,Adjusted Close,515.8096013457392,5.373063087463379,2771.4775291499923,0.06,30.948576080744353,2012,2012-09
2012-10-31,MWM Aggressive,JBND,JBND,Adjusted Close,33.52118592412411,39.51836355576986,1324.702412170092,0.13341492205159727,4.4722264071441185,2012,2012-10
2012-10-31,MWM Aggressive,PIMIX,PIMIX,Adjusted Close,515.8096013457392,5.419785499572754,2795.5773979140404,0.056,28.8853376753614,2012,2012-10
2012-11-30,MWM Aggressive,JBND,JBND,Adjusted Close,33.52118592412411,39.63579423626326,1328.6388278441075,0.13341492205159727,4.4722264071441185,2012,2012-11
2012-11-30,MWM Aggressive,PIMIX,PIMIX,Adjusted Close,515.8096013457392,5.487038612365723,2830.2671992130417,0.052,26.822099269978438,2012,2012-11
2012-12-12,MWM Aggressive,PIMIX,PIMIX,Adjusted Close,515.8096013457392,5.52872371673584,2851.768776280247,0.074,38.1699104995847,2012,2012-12
2012-12-13,MWM Aggressive,AVUV,AVUV,Adjusted Close,254.33954541979895,25.38304040690938,6455.910958465721,2.7866834223020205,708.7637948571855,2012,2012-12
2012-12-13,MWM Aggressive,JBND,JBND,Adjusted Close,33.52118592412411,39.55407057581256,1325.8993538277396,0.07697014733745998,2.5801306195062224,2012,2012-12
2012-12-19,MWM Aggressive,IMCB,IMCB,Adjusted Close,279.08554270936617,20.37749481201172,5687.064198667584,0.10875,30.35055276964357,2012,2012-12
2012-12-20,MWM Aggressive,VEU,VEU,Adjusted Close,457.35830960543274,30.71,14045.47368798284,0.546,249.7176370445663,2012,2012-12
2012-12-21,MWM Aggressive,XLF,XLF,Adjusted Close,214.0846229938529,10.40721607208252,2228.0249292073527,0.084484,18.08672528901267,2012,2012-12
2012-12-21,MWM Aggressive,XLG,XLG,Adjusted Close,3161.943784959251,8.447224617004395,26709.649377891834,0.0701,221.65225932564348,2012,2012-12
2012-12-21,MWM Aggressive,XLV,XLV,Adjusted Close,98.65165482924017,32.250511169433594,3181.5662959535175,0.219,21.604712407603596,2012,2012-12
2012-12-24,MWM Aggressive,VOO,VOO,Adjusted Close,292.044152060753,102.94,30063.025013133913,0.94,274.5215029371078,2012,2012-12
2012-12-27,MWM Aggressive,PIMIX,PIMIX,Adjusted Close,515.8096013457392,5.556426525115967,2866.058150826958,0.092,47.454483323808006,2012,2012-12
2012-12-31,MWM Aggressive,JBND,JBND,Adjusted Close,33.52118592412411,39.55717553407714,1326.0034357110133,0.15907163783075062,5.332269946979526,2012,2012-12
2012-12-31,MWM Aggressive,PIMIX,PIMIX,Adjusted Close,515.8096013457392,5.582189083099365,2879.346725590021,0.057,29.401147276707135,2012,2012-12
2013-01-31,MWM Aggressive,JBND,JBND,Adjusted Close,33.45732846147252,39.373584615351945,1317.3349531814113,0.12315223573993596,4.120344801915733,2013,2013-01
2013-01-31,MWM Aggressive,PIMIX,PIMIX,Adjusted Close,442.52361075943975,5.689323902130127,2517.6601559506094,0.057,25.223845813288065,2013,2013-01
2013-02-28,MWM Aggressive,JBND,JBND,Adjusted Close,33.45732846147252,39.55438445184242,1323.3840326966535,0.12828357889576664,4.2920258353288885,2013,2013-02
2013-02-28,MWM Aggressive,PIMIX,PIMIX,Adjusted Close,442.52361075943975,5.7194037437438965,2530.9711960726067,0.056,24.781322202528628,2013,2013-02
2013-03-08,MWM Aggressive,AVUV,AVUV,Adjusted Close,219.23068274115505,29.443954275823444,6455.018198488125,0.006206421875951048,1.3606381052443886,2013,2013-03
2013-03-15,MWM Aggressive,XLF,XLF,Adjusted Close,174.84094939066162,11.74759578704834,2053.9608004652687,0.050366,8.806039257010063,2013,2013-03
2013-03-15,MWM Aggressive,XLG,XLG,Adjusted Close,2874.3440093924423,9.113134384155273,26194.283223884995,0.0595,171.0234685588503,2013,2013-03
2013-03-15,MWM Aggressive,XLV,XLV,Adjusted Close,88.14861261339934,36.03104782104492,3176.086876432155,0.194,17.10083084699947,2013,2013-03
2013-03-22,MWM Aggressive,VEU,VEU,Adjusted Close,403.42285884510073,31.33,12639.238167617006,0.137,55.26893166177881,2013,2013-03
2013-03-22,MWM Aggressive,VOO,VOO,Adjusted Close,264.04151169498033,112.96,29826.129161064975,0.67,176.90781283563683,2013,2013-03
2013-03-25,MWM Aggressive,IMCB,IMCB,Adjusted Close,249.30976197173877,22.59422492980957,5632.96083918675,0.079,19.69547119576736,2013,2013-03
2013-03-28,MWM Aggressive,JBND,JBND,Adjusted Close,33.45732846147252,39.603749908045884,1325.0356689795033,0.12828357889576664,4.2920258353288885,2013,2013-03
2013-03-28,MWM Aggressive,PIMIX,PIMIX,Adjusted Close,442.52361075943975,5.740502834320068,2540.3080418181144,0.056,24.781322202528628,2013,2013-03
2013-04-30,MWM Aggressive,JBND,JBND,Adjusted Close,33.45732846147252,39.91730723301076,1335.526459392354,0.12828357889576664,4.2920258353288885,2013,2013-04
2013-04-30,MWM Aggressive,PIMIX,PIMIX,Adjusted Close,442.52361075943975,5.857844829559326,2592.234645245108,0.056,24.781322202528628,2013,2013-04
2013-05-31,MWM Aggressive,JBND,JBND,Adjusted Close,33.45732846147252,39.33843291443899,1316.158871177987,0.12828357889576664,4.2920258353288885,2013,2013-05
2013-05-31,MWM Aggressive,PIMIX,PIMIX,Adjusted Close,442.52361075943975,5.849612236022949,2588.5915282274755,0.052,23.011227759490865,2013,2013-05
2013-06-10,MWM Aggressive,AVUV,AVUV,Adjusted Close,219.23068274115505,31.491050846705658,6903.8045773597105,0.06671903516647376,14.626859631377176,2013,2013-06
2013-06-21,MWM Aggressive,XLF,XLF,Adjusted Close,174.84094939066162,12.223275184631348,2137.1290379442594,0.062551,10.936476225335275,2013,2013-06
2013-06-21,MWM Aggressive,XLG,XLG,Adjusted Close,2874.3440093924423,9.3638916015625,26915.045729551373,0.0642,184.53288540299476,2013,2013-06
2013-06-21,MWM Aggressive,XLV,XLV,Adjusted Close,88.14861261339934,38.265655517578125,3373.064444616781,0.212,18.68750587404066,2013,2013-06
2013-06-24,MWM Aggressive,VEU,VEU,Adjusted Close,403.42285884510073,29.42,11868.700507222864,0.605,244.07082960128594,2013,2013-06
2013-06-24,MWM Aggressive,VOO,VOO,Adjusted Close,264.04151169498033,114.69,30282.920976297293,0.738,194.86263563089548,2013,2013-06
2013-06-26,MWM Aggressive,IMCB,IMCB,Adjusted Close,249.30976197173877,22.796905517578125,5683.49108827962,0.11075,27.611056138370067,2013,2013-06
2013-06-28,MWM Aggressive,JBND,JBND,Adjusted Close,33.45732846147252,38.76184747645417,1296.867862793227,0.13341492205159727,4.463706868742043,2013,2013-06
2013-06-28,MWM Aggressive,PIMIX,PIMIX,Adjusted Close,442.52361075943975,5.664605617523193,2506.7217313945694,0.059,26.108893034806943,2013,2013-06
2013-07-31,MWM Aggressive,JBND,JBND,Adjusted Close,33.45732846147252,38.7486236378732,1296.4254284823019,0.13341492205159727,4.463706868742043,2013,2013-07
2013-07-31,MWM Aggressive,PIMIX,PIMIX,Adjusted Close,442.52361075943975,5.704643249511719,2524.4393288683896,0.056,24.781322202528628,2013,2013-07
2013-08-30,MWM Aggressive,JBND,JBND,Adjusted Close,33.45732846147252,38.602181154497046,1291.5258542152721,0.13341492205159727,4.463706868742043,2013,2013-08
2013-08-30,MWM Aggressive,PIMIX,PIMIX,Adjusted Close,442.52361075943975,5.663714408874512,2506.3273505254147,0.052,23.011227759490865,2013,2013-08
2013-09-10,MWM Aggressive,AVUV,AVUV,Adjusted Close,219.23068274115505,33.08755790584232,7253.807909935314,0.06361582422849824,13.94654057875498,2013,2013-09
2013-09-20,MWM Aggressive,XLF,XLF,Adjusted Close,174.84094939066162,13.112259864807129,2292.5599634199466,0.0658,11.504534469905535,2013,2013-09
2013-09-20,MWM Aggressive,XLG,XLG,Adjusted Close,2874.3440093924423,9.9163179397583,28502.90906537508,0.0675,194.01822063398987,2013,2013-09
2013-09-20,MWM Aggressive,XLV,XLV,Adjusted Close,88.14861261339934,41.87665557861328,3691.3690901439304,0.213,18.77565448665406,2013,2013-09
2013-09-23,MWM Aggressive,VEU,VEU,Adjusted Close,403.42285884510073,33.75,13615.52148602215,0.221,89.15645180476726,2013,2013-09
2013-09-23,MWM Aggressive,VOO,VOO,Adjusted Close,264.04151169498033,124.81,32955.021074650496,0.786,207.53662819225454,2013,2013-09
2013-09-24,MWM Aggressive,IMCB,IMCB,Adjusted Close,249.30976197173877,24.75440788269043,6171.515536984884,0.0835,20.817365124640187,2013,2013-09
2013-09-30,MWM Aggressive,JBND,JBND,Adjusted Close,33.45732846147252,38.8890735035101,1301.1245057692852,0.13341492205159727,4.463706868742043,2013,2013-09
2013-09-30,MWM Aggressive,PIMIX,PIMIX,Adjusted Close,442.52361075943975,5.766360759735107,2551.750784339526,0.059,26.108893034806943,2013,2013-09
2013-10-31,MWM Aggressive,JBND,JBND,Adjusted Close,33.45732846147252,39.15660453034298,1310.075379207668,0.15394029467491996,5.150431002394666,2013,2013-10
2013-10-31,MWM Aggressive,PIMIX,PIMIX,Adjusted Close,442.52361075943975,5.84923791885376,2588.4258840421967,0.056,24.781322202528628,2013,2013-10
2013-11-29,MWM Aggressive,JBND,JBND,Adjusted Close,33.45732846147252,39.10972352363738,1308.5068659677142,0.13341492205159727,4.463706868742043,2013,2013-11
2013-11-29,MWM Aggressive,PIMIX,PIMIX,Adjusted Close,442.52361075943975,5.841788291931152,2585.129248237594,0.054,23.896274981009746,2013,2013-11
2013-12-11,MWM Aggressive,PIMIX,PIMIX,Adjusted Close,442.52361075943975,5.826595783233643,2578.4062044322773,0.018,7.965424993669915,2013,2013-12
2013-12-12,MWM Aggressive,AVUV,AVUV,Adjusted Close,219.23068274115505,35.4538120594094,7772.56342356092,2.6579001683760364,582.6932685709094,2013,2013-12
2013-12-12,MWM Aggressive,JBND,JBND,Adjusted Close,33.45732846147252,38.951488959262605,1303.2127601734694,0.3232746188173319,10.815905105028799,2013,2013-12
2013-12-20,MWM Aggressive,VEU,VEU,Adjusted Close,403.42285884510073,34.19,13793.027543913993,0.387,156.124646373054,2013,2013-12
2013-12-20,MWM Aggressive,XLF,XLF,Adjusted Close,174.84094939066162,13.934813499450684,2436.3760218257653,0.082047,14.345175374655613,2013,2013-12
2013-12-20,MWM Aggressive,XLG,XLG,Adjusted Close,2874.3440093924423,10.641267776489258,30586.664285692732,0.0649,186.5449262095695,2013,2013-12
2013-12-20,MWM Aggressive,XLV,XLV,Adjusted Close,88.14861261339934,44.798545837402344,3948.9296626647924,0.225,19.833437838014852,2013,2013-12
2013-12-23,MWM Aggressive,IMCB,IMCB,Adjusted Close,249.30976197173877,26.56525421142578,6622.977204169292,0.112,27.92269334083474,2013,2013-12
2013-12-24,MWM Aggressive,VOO,VOO,Adjusted Close,264.04151169498033,135.09,35669.367814874895,0.914,241.33394168921203,2013,2013-12
2013-12-31,MWM Aggressive,JBND,JBND,Adjusted Close,33.45732846147252,38.85682153422682,1300.0454410394452,0.1642029809865813,5.4937930692209775,2013,2013-12
2013-12-31,MWM Aggressive,PIMIX,PIMIX,Adjusted Close,442.52361075943975,5.853333950042725,2590.2384745537206,0.056,24.781322202528628,2013,2013-12
2014-01-31,MWM Aggressive,JBND,JBND,Adjusted Close,39.162074186384096,39.40571586308528,1543.2095679977183,0.11288954942827463,4.420988909577566,2014,2014-01
2014-01-31,MWM Aggressive,PIMIX,PIMIX,Adjusted Close,485.2372265772519,5.93653678894043,2880.6286469392785,0.054,26.2028102351716,2014,2014-01
2014-02-28,MWM Aggressive,JBND,JBND,Adjusted Close,39.162074186384096,39.585537855021194,1550.251770186256,0.1180208925841053,4.6219429509220005,2014,2014-02
2014-02-28,MWM Aggressive,PIMIX,PIMIX,Adjusted Close,485.2372265772519,6.010977745056152,2916.7501700286307,0.055,26.68804746174885,2014,2014-02
2014-03-21,MWM Aggressive,XLF,XLF,Adjusted Close,148.33123950597067,14.497764587402344,2150.4713913151572,0.067425,10.001233823690072,2014,2014-03
2014-03-21,MWM Aggressive,XLG,XLG,Adjusted Close,2566.7275748143743,10.785029411315918,27682.232385208605,0.0755,193.78793189848525,2014,2014-03
2014-03-21,MWM Aggressive,XLV,XLV,Adjusted Close,71.6726943972737,47.63059997558594,3413.813436008963,0.205,14.692902351441107,2014,2014-03
2014-03-24,MWM Aggressive,VOO,VOO,Adjusted Close,229.33023314793815,137.54,31542.08026716741,0.779,178.64825162224383,2014,2014-03
2014-03-25,MWM Aggressive,IMCB,IMCB,Adjusted Close,215.64224847267272,27.93271827697754,6023.474175201157,0.09325,20.10863967007673,2014,2014-03
2014-03-25,MWM Aggressive,VEU,VEU,Adjusted Close,406.37893193922145,34.43,13991.626626667394,0.394,160.11329918405326,2014,2014-03
2014-03-31,MWM Aggressive,JBND,JBND,Adjusted Close,39.162074186384096,39.503903528517455,1547.054800635561,0.13341492205159727,5.224805074955304,2014,2014-03
2014-03-31,MWM Aggressive,PIMIX,PIMIX,Adjusted Close,485.2372265772519,6.035226345062256,2928.5164934439736,0.06,29.11423359463511,2014,2014-03
2014-04-30,MWM Aggressive,JBND,JBND,Adjusted Close,39.162074186384096,39.783504295913836,1558.004546630908,0.11288954942827463,4.420988909577566,2014,2014-04
2014-04-30,MWM Aggressive,PIMIX,PIMIX,Adjusted Close,485.2372265772519,6.086672782897949,2953.4802202566443,0.056,27.173284688326106,2014,2014-04
2014-05-30,MWM Aggressive,JBND,JBND,Adjusted Close,39.162074186384096,40.17621149788458,1573.3837752080137,0.12828357889576664,5.02385103361087,2014,2014-05
2014-05-30,MWM Aggressive,PIMIX,PIMIX,Adjusted Close,485.2372265772519,6.195704460144043,3006.386448932605,0.054,26.2028102351716,2014,2014-05
2014-06-09,MWM Aggressive,AVUV,AVUV,Adjusted Close,177.01646141034422,38.85597235558312,6878.146731043481,0.065167429697486,11.53570780425635,2014,2014-06
2014-06-20,MWM Aggressive,XLF,XLF,Adjusted Close,148.33123950597067,14.834548950195312,2200.4270332944666,0.073111,10.84464525152102,2014,2014-06
2014-06-20,MWM Aggressive,XLG,XLG,Adjusted Close,2566.7275748143743,11.394368171691895,29246.238983868832,0.0648,166.32394684797146,2014,2014-06
2014-06-20,MWM Aggressive,XLV,XLV,Adjusted Close,71.6726943972737,49.863861083984375,3573.877276940521,0.226,16.198028933783856,2014,2014-06
2014-06-23,MWM Aggressive,VOO,VOO,Adjusted Close,229.33023314793815,146.0,33482.21403959897,0.809,185.52815861668196,2014,2014-06
2014-06-24,MWM Aggressive,IMCB,IMCB,Adjusted Close,215.64224847267272,29.144987106323242,6284.890551314599,0.121,26.0927120651934,2014,2014-06
2014-06-24,MWM Aggressive,VEU,VEU,Adjusted Close,406.37893193922145,36.82,14962.872274002133,0.61,247.89114848292508,2014,2014-06
2014-06-30,MWM Aggressive,JBND,JBND,Adjusted Close,39.162074186384096,40.23804024690436,1575.8051172639775,0.14367760836325863,5.626713157644175,2014,2014-06
